"customerkey","first_order_date","cohort_year","second_order_date","second_order_lag"
1124349,"2020-01-29","2020","2023-07-27",1275
603965,"2021-12-22","2021","2022-02-25",65
860479,"2022-01-15","2022","2023-09-06",599
1532907,"2021-10-28","2021","2022-12-03",401
637057,"2022-06-18","2022","2022-10-10",114
563306,"2021-10-15","2021","2023-08-09",663
1953370,"2020-11-27","2020","2021-09-24",301
275394,"2023-06-09","2023","2023-06-24",15
1344825,"2020-06-29","2020","2022-09-20",813
1866458,"2020-01-30","2020","2022-03-09",769
2066099,"2022-09-29","2022","2023-01-03",96
285354,"2020-02-20","2020","2022-03-05",744
529542,"2023-08-21","2023","2023-10-16",56
316317,"2022-02-23","2022","2022-09-16",205
278989,"2023-02-11","2023","2023-12-10",302
1644645,"2022-05-19","2022","2022-08-19",92
543486,"2022-06-07","2022","2023-04-28",325
897682,"2023-02-14","2023","2023-12-11",300
1530476,"2021-02-05","2021","2022-08-17",558
2085925,"2022-02-23","2022","2022-03-22",27
330453,"2021-12-11","2021","2022-05-11",151
484155,"2022-05-12","2022","2023-11-22",559
599792,"2022-06-16","2022","2022-11-10",147
1669296,"2020-06-02","2020","2021-12-11",557
1952735,"2022-01-12","2022","2022-12-31",353
1550221,"2022-07-28","2022","2023-08-03",371
765493,"2022-03-05","2022","2023-12-26",661
1562366,"2022-10-12","2022","2022-12-15",64
517926,"2021-10-27","2021","2022-11-02",371
102825,"2022-01-04","2022","2022-11-21",321
383901,"2022-06-04","2022","2022-12-09",188
1814625,"2021-12-28","2021","2022-12-13",350
1661635,"2021-05-22","2021","2021-09-25",126
2020852,"2020-02-19","2020","2020-09-18",212
630488,"2020-09-09","2020","2022-02-16",525
840992,"2023-06-09","2023","2023-10-23",136
2075475,"2021-12-27","2021","2022-05-07",131
1556199,"2022-02-19","2022","2022-05-21",91
862209,"2021-09-27","2021","2023-01-04",464
655412,"2021-04-22","2021","2021-08-23",123
1294415,"2021-03-24","2021","2022-02-11",324
545626,"2020-01-18","2020","2022-08-25",950
1176753,"2022-02-09","2022","2023-02-25",381
934477,"2022-12-02","2022","2023-04-28",147
1305039,"2021-07-21","2021","2022-12-06",503
97486,"2022-10-08","2022","2023-05-27",231
1897058,"2022-07-20","2022","2022-09-03",45
1187748,"2021-12-11","2021","2022-04-21",131
388185,"2021-10-05","2021","2022-06-23",261
1601890,"2020-01-18","2020","2021-07-03",532
1640959,"2022-08-19","2022","2023-06-08",293
1895323,"2022-09-06","2022","2022-10-04",28
195200,"2021-11-04","2021","2023-01-14",436
487179,"2020-02-24","2020","2023-11-26",1371
1586947,"2022-06-15","2022","2022-06-29",14
664100,"2023-01-11","2023","2023-11-25",318
1365545,"2023-01-17","2023","2023-11-24",311
284725,"2021-07-05","2021","2022-07-22",382
2077867,"2022-07-26","2022","2022-10-15",81
1837052,"2020-03-11","2020","2022-05-28",808
1947472,"2022-02-23","2022","2022-10-22",241
1806215,"2021-09-03","2021","2022-06-13",283
2065616,"2020-06-03","2020","2021-10-07",491
1636732,"2020-01-08","2020","2023-02-25",1144
411998,"2021-11-05","2021","2023-02-24",476
1753886,"2022-08-30","2022","2022-09-17",18
1126233,"2020-09-26","2020","2022-12-21",816
1888243,"2022-03-16","2022","2022-08-13",150
1205507,"2021-09-02","2021","2022-12-22",476
1743954,"2021-04-13","2021","2022-10-13",548
263709,"2022-08-03","2022","2023-05-09",279
2045769,"2022-10-22","2022","2022-12-31",70
1745392,"2022-01-29","2022","2022-10-15",259
1793806,"2022-05-26","2022","2022-06-11",16
378851,"2022-02-24","2022","2023-06-05",466
1565577,"2021-06-02","2021","2023-01-07",584
1589342,"2020-05-22","2020","2023-12-05",1292
427458,"2020-12-17","2020","2022-07-19",579
268760,"2020-05-15","2020","2021-10-02",505
1889755,"2020-01-07","2020","2022-01-27",751
736164,"2023-02-01","2023","2023-08-02",182
1744359,"2022-05-28","2022","2022-05-31",3
1656081,"2022-05-12","2022","2023-11-08",545
1060999,"2022-12-28","2022","2023-12-27",364
1349467,"2021-08-24","2021","2023-05-05",619
1556963,"2023-02-10","2023","2023-12-21",314
1482472,"2020-01-02","2020","2021-08-23",599
905118,"2021-12-21","2021","2022-02-23",64
1105032,"2022-03-31","2022","2023-06-12",438
534673,"2022-02-16","2022","2023-01-16",334
1395787,"2022-06-23","2022","2023-02-25",247
2066551,"2021-12-04","2021","2023-01-05",397
1677864,"2022-06-13","2022","2022-12-22",192
2098628,"2023-02-20","2023","2023-12-17",300
1841641,"2022-08-29","2022","2023-10-04",401
832858,"2022-05-25","2022","2023-03-01",280
997603,"2022-08-12","2022","2023-02-15",187
1747965,"2022-05-19","2022","2022-07-02",44
1819837,"2022-12-12","2022","2023-03-24",102
1318548,"2021-09-23","2021","2021-12-16",84
1368396,"2020-02-22","2020","2022-05-14",812
1991185,"2021-12-25","2021","2022-09-10",259
2030787,"2020-01-04","2020","2022-07-13",921
1124895,"2020-01-09","2020","2023-12-02",1423
1667291,"2021-08-29","2021","2021-12-20",113
1282096,"2021-07-08","2021","2022-05-24",320
1809567,"2020-01-20","2020","2022-07-21",913
877603,"2022-08-24","2022","2022-09-14",21
369876,"2022-06-28","2022","2023-05-20",326
526898,"2020-03-19","2020","2023-07-04",1202
1325912,"2022-07-04","2022","2023-06-30",361
652525,"2021-06-01","2021","2022-05-11",344
409219,"2023-02-14","2023","2023-03-02",16
212930,"2020-05-09","2020","2022-03-21",681
1371697,"2021-07-05","2021","2021-12-16",164
63487,"2022-09-06","2022","2023-05-29",265
600468,"2022-04-20","2022","2023-02-08",294
1645362,"2021-07-07","2021","2023-11-21",867
250557,"2021-11-27","2021","2023-08-18",629
1809628,"2021-11-20","2021","2021-12-29",39
45890,"2021-02-16","2021","2023-02-20",734
495570,"2022-09-22","2022","2023-12-14",448
1489826,"2020-02-02","2020","2022-12-21",1053
505910,"2022-07-01","2022","2022-10-10",101
693874,"2022-07-19","2022","2023-08-12",389
854041,"2022-06-08","2022","2023-02-23",260
1996068,"2020-01-21","2020","2023-12-28",1437
1610910,"2020-02-19","2020","2021-06-12",479
1580302,"2020-02-18","2020","2021-12-15",666
1027972,"2022-08-12","2022","2023-01-02",143
2043961,"2020-10-26","2020","2022-05-02",553
305164,"2020-09-09","2020","2023-12-07",1184
1054851,"2022-10-03","2022","2023-09-23",355
562659,"2022-08-13","2022","2023-01-28",168
1228887,"2020-06-06","2020","2020-10-02",118
552178,"2020-02-03","2020","2020-02-08",5
1284154,"2022-03-01","2022","2022-07-09",130
1535908,"2021-05-08","2021","2022-11-06",547
880026,"2020-04-25","2020","2022-12-17",966
1296397,"2023-01-26","2023","2023-08-24",210
1226845,"2020-03-14","2020","2021-07-07",480
335297,"2021-11-13","2021","2022-08-19",279
1998402,"2020-01-16","2020","2020-12-17",336
1113032,"2021-08-19","2021","2023-02-22",552
1933480,"2021-11-10","2021","2023-03-08",483
1940957,"2022-12-03","2022","2023-05-17",165
491313,"2021-09-28","2021","2022-08-27",333
1418285,"2020-02-29","2020","2020-05-02",63
1567233,"2022-04-30","2022","2022-06-08",39
1946702,"2022-01-21","2022","2022-07-18",178
634696,"2022-05-28","2022","2023-08-09",438
1558571,"2022-06-29","2022","2023-06-01",337
172776,"2021-11-13","2021","2022-03-10",117
1617959,"2022-06-09","2022","2023-09-09",457
872310,"2022-10-30","2022","2023-10-25",360
1170056,"2023-07-01","2023","2023-11-06",128
300810,"2021-06-22","2021","2023-01-28",585
604374,"2023-10-01","2023","2023-11-22",52
1241729,"2022-06-18","2022","2023-09-05",444
841863,"2021-03-22","2021","2022-05-09",413
1247919,"2021-10-20","2021","2023-01-11",448
482462,"2021-03-09","2021","2021-06-15",98
1732346,"2021-12-11","2021","2023-06-21",557
1772751,"2021-12-02","2021","2022-04-15",134
860048,"2022-02-10","2022","2022-07-18",158
1852587,"2022-05-17","2022","2022-06-13",27
935006,"2022-05-28","2022","2023-05-18",355
262084,"2022-05-13","2022","2022-09-06",116
299096,"2020-06-12","2020","2020-10-14",124
1263153,"2021-03-26","2021","2022-06-16",447
1216351,"2021-10-21","2021","2022-03-04",134
916814,"2021-01-12","2021","2022-09-19",615
1801407,"2021-10-06","2021","2023-01-14",465
1814891,"2022-08-03","2022","2023-05-04",274
1251330,"2022-05-26","2022","2023-09-19",481
1802902,"2022-09-27","2022","2023-02-20",146
303677,"2020-03-05","2020","2022-11-19",989
1418045,"2022-08-02","2022","2022-08-11",9
87820,"2023-03-15","2023","2023-10-26",225
213576,"2022-05-21","2022","2022-09-07",109
507070,"2021-07-28","2021","2022-12-30",520
442725,"2021-07-19","2021","2022-07-06",352
302308,"2023-01-10","2023","2023-09-22",255
216090,"2021-12-18","2021","2023-08-05",595
1776666,"2022-02-19","2022","2023-11-30",649
1344751,"2022-11-08","2022","2023-10-14",340
1707064,"2021-12-30","2021","2022-04-28",119
2096529,"2020-06-25","2020","2021-03-15",263
201096,"2021-07-17","2021","2022-02-08",206
1903300,"2022-05-23","2022","2023-02-25",278
1542864,"2023-04-15","2023","2023-10-10",178
1891306,"2021-11-09","2021","2022-02-26",109
82200,"2022-01-24","2022","2023-06-01",493
1558512,"2022-11-21","2022","2023-01-16",56
1134025,"2020-10-29","2020","2021-11-26",393
646570,"2021-08-28","2021","2023-01-07",497
1907972,"2022-06-03","2022","2022-10-22",141
885413,"2021-06-09","2021","2023-10-19",862
551585,"2020-01-31","2020","2022-05-24",844
1673231,"2023-02-18","2023","2023-03-04",14
1811276,"2021-06-24","2021","2022-04-23",303
290343,"2022-10-06","2022","2022-11-22",47
880293,"2022-02-23","2022","2023-10-21",605
1691092,"2021-11-11","2021","2022-10-29",352
619611,"2020-03-19","2020","2022-07-05",838
588931,"2021-02-21","2021","2022-08-10",535
1943441,"2020-07-02","2020","2021-07-06",369
551166,"2020-02-05","2020","2021-07-14",525
108530,"2021-12-13","2021","2023-04-20",493
1701941,"2021-10-18","2021","2022-05-26",220
897056,"2022-11-04","2022","2023-11-04",365
561340,"2022-03-17","2022","2023-09-20",552
884052,"2021-06-09","2021","2022-09-10",458
352479,"2021-05-10","2021","2022-07-18",434
317833,"2021-12-25","2021","2022-02-02",39
1231170,"2022-01-22","2022","2023-01-30",373
44738,"2021-06-10","2021","2022-10-27",504
547869,"2022-01-10","2022","2023-01-25",380
279092,"2022-06-20","2022","2023-12-29",557
595281,"2022-07-28","2022","2023-09-14",413
1851328,"2021-10-26","2021","2022-01-22",88
1669751,"2022-09-20","2022","2022-10-19",29
1707757,"2020-03-07","2020","2021-10-11",583
1815149,"2020-09-22","2020","2023-02-24",885
371773,"2022-07-29","2022","2022-12-10",134
2008192,"2020-03-26","2020","2022-11-12",961
638301,"2021-12-21","2021","2022-08-15",237
322149,"2022-05-01","2022","2022-06-26",56
228329,"2021-12-21","2021","2022-07-14",205
1714370,"2022-10-19","2022","2022-10-27",8
2087963,"2021-09-24","2021","2022-07-28",307
538285,"2022-03-02","2022","2023-06-28",483
1987647,"2022-08-11","2022","2022-09-26",46
1537040,"2021-08-04","2021","2022-05-19",288
1754611,"2020-08-08","2020","2022-03-14",583
854783,"2022-11-21","2022","2022-12-28",37
55311,"2022-01-07","2022","2023-06-03",512
1733753,"2021-08-30","2021","2023-01-04",492
78032,"2022-06-10","2022","2023-06-03",358
1183672,"2022-05-18","2022","2023-04-28",345
563342,"2020-02-08","2020","2023-01-25",1082
90443,"2022-10-07","2022","2023-12-08",427
1070964,"2022-02-17","2022","2023-11-01",622
2096571,"2021-07-13","2021","2022-07-28",380
1953124,"2020-08-12","2020","2023-06-06",1028
1723125,"2021-09-24","2021","2021-11-15",52
1682912,"2020-05-06","2020","2023-02-01",1001
406778,"2021-12-04","2021","2022-11-24",355
217463,"2021-12-23","2021","2023-03-15",447
646362,"2021-11-03","2021","2023-06-08",582
1903810,"2021-06-11","2021","2023-09-22",833
2015194,"2020-01-23","2020","2020-04-28",96
735601,"2021-04-28","2021","2023-03-22",693
31492,"2021-08-21","2021","2023-05-04",621
1648281,"2021-10-14","2021","2023-12-28",805
1575210,"2021-10-21","2021","2022-07-16",268
458755,"2022-09-05","2022","2023-07-22",320
571388,"2021-10-01","2021","2023-09-02",701
2069951,"2022-05-17","2022","2022-10-13",149
1730353,"2021-12-09","2021","2022-08-12",246
453193,"2020-05-16","2020","2021-01-15",244
427527,"2021-10-16","2021","2023-04-24",555
1438289,"2021-07-13","2021","2022-11-08",483
1996423,"2022-09-02","2022","2023-04-15",225
1829472,"2022-08-01","2022","2023-02-01",184
1921353,"2022-02-24","2022","2023-08-30",552
1793812,"2022-07-08","2022","2023-05-18",314
1540071,"2022-02-16","2022","2022-08-09",174
534778,"2022-02-21","2022","2023-01-06",319
1899285,"2021-10-27","2021","2022-12-14",413
316629,"2023-06-10","2023","2023-09-15",97
619256,"2022-06-02","2022","2023-01-30",242
41965,"2021-04-30","2021","2022-01-01",246
525394,"2022-05-27","2022","2022-06-23",27
496096,"2022-02-11","2022","2022-08-20",190
389648,"2022-05-26","2022","2022-12-13",201
573097,"2022-07-21","2022","2023-06-17",331
1235031,"2021-04-14","2021","2023-02-09",666
1390854,"2022-06-30","2022","2022-10-26",118
2091898,"2020-11-11","2020","2022-02-23",469
837925,"2020-08-05","2020","2022-07-23",717
1007308,"2022-04-18","2022","2023-10-07",537
863441,"2023-03-23","2023","2023-12-22",274
529978,"2020-02-05","2020","2023-11-18",1382
105407,"2020-06-18","2020","2021-05-25",341
1023818,"2022-01-21","2022","2023-09-14",601
887816,"2021-09-03","2021","2022-09-24",386
1744909,"2021-10-09","2021","2022-11-22",409
1269045,"2022-02-24","2022","2023-12-12",656
1787833,"2021-05-19","2021","2022-01-29",255
1315446,"2020-01-14","2020","2023-07-06",1269
1845088,"2021-08-28","2021","2023-12-06",830
1854153,"2020-05-16","2020","2022-11-02",900
528367,"2022-05-28","2022","2023-01-26",243
1450557,"2021-02-16","2021","2022-11-28",650
854139,"2022-10-03","2022","2023-01-07",96
1779531,"2022-09-13","2022","2023-01-05",114
108403,"2021-11-04","2021","2022-08-17",286
1916639,"2021-07-16","2021","2023-12-17",884
817960,"2023-03-15","2023","2023-05-08",54
1582464,"2021-09-25","2021","2022-05-13",230
1538974,"2022-02-08","2022","2022-08-31",204
1903215,"2022-08-16","2022","2023-05-18",275
1461423,"2021-09-16","2021","2022-10-14",393
282359,"2021-12-01","2021","2023-03-06",460
1520236,"2021-07-22","2021","2022-02-24",217
1641670,"2022-06-27","2022","2022-12-17",173
502751,"2020-02-13","2020","2021-08-12",546
1076325,"2021-05-25","2021","2021-12-22",211
179251,"2023-05-26","2023","2023-07-20",55
868652,"2022-06-17","2022","2022-06-21",4
1957268,"2020-02-10","2020","2023-10-24",1352
162162,"2022-02-23","2022","2022-12-06",286
341630,"2020-02-22","2020","2023-01-21",1064
419568,"2020-05-01","2020","2021-10-08",525
2031620,"2021-08-26","2021","2022-03-19",205
1518839,"2020-01-01","2020","2022-02-19",780
1251933,"2022-08-24","2022","2022-12-16",114
560705,"2020-02-21","2020","2022-10-19",971
1673193,"2022-05-06","2022","2022-11-11",189
1471074,"2022-02-18","2022","2022-06-18",120
1265975,"2022-02-15","2022","2022-12-10",298
369697,"2020-04-09","2020","2023-05-15",1131
258897,"2022-10-18","2022","2022-10-28",10
90424,"2022-01-19","2022","2022-05-02",103
1401122,"2022-11-05","2022","2023-09-13",312
1055216,"2022-08-30","2022","2023-12-04",461
909157,"2021-11-16","2021","2023-04-05",505
1229721,"2022-09-08","2022","2023-03-17",190
1242127,"2021-10-08","2021","2023-01-27",476
606151,"2021-11-26","2021","2023-05-31",551
1762071,"2023-01-28","2023","2023-02-16",19
588501,"2023-11-03","2023","2023-12-29",56
2038541,"2022-08-19","2022","2022-09-13",25
1235848,"2021-01-08","2021","2021-06-12",155
1701134,"2023-07-04","2023","2023-10-23",111
238572,"2020-02-17","2020","2022-10-27",983
2081631,"2021-07-29","2021","2023-05-03",643
1637218,"2022-05-31","2022","2022-11-17",170
242987,"2023-09-03","2023","2023-12-06",94
517456,"2020-02-18","2020","2023-05-19",1186
657886,"2023-03-16","2023","2023-12-28",287
1249719,"2021-10-21","2021","2022-01-14",85
91497,"2022-05-05","2022","2023-06-03",394
1704052,"2021-01-19","2021","2022-04-05",441
1726255,"2021-10-17","2021","2022-06-11",237
479477,"2021-09-25","2021","2023-04-25",577
1473951,"2022-10-13","2022","2023-10-07",359
1392355,"2022-09-03","2022","2023-02-02",152
678543,"2022-03-08","2022","2022-03-09",1
2096014,"2022-06-16","2022","2023-02-21",250
192139,"2022-06-21","2022","2023-07-20",394
1912203,"2021-12-25","2021","2022-06-04",161
340315,"2022-05-21","2022","2023-02-24",279
848069,"2020-06-15","2020","2022-09-14",821
431964,"2021-07-14","2021","2023-02-19",585
1582322,"2021-03-10","2021","2022-06-08",455
1197431,"2022-04-01","2022","2022-07-11",101
387359,"2021-06-29","2021","2022-01-06",191
1368562,"2020-03-27","2020","2023-12-25",1368
2054235,"2020-03-14","2020","2023-02-18",1071
1827618,"2023-04-28","2023","2023-07-07",70
844623,"2022-02-10","2022","2022-08-17",188
1323319,"2022-09-01","2022","2023-10-02",396
724962,"2020-06-16","2020","2021-06-01",350
1988974,"2021-05-06","2021","2021-07-10",65
2017993,"2021-08-03","2021","2022-03-05",214
213500,"2020-11-07","2020","2021-09-04",301
232273,"2022-09-30","2022","2023-11-15",411
2025966,"2022-12-31","2022","2023-12-30",364
1617181,"2020-02-01","2020","2023-11-25",1393
187941,"2023-02-24","2023","2023-10-04",222
1693797,"2021-11-10","2021","2023-01-02",418
2099743,"2022-03-17","2022","2023-02-11",331
658950,"2020-05-26","2020","2023-11-16",1269
565390,"2020-01-02","2020","2022-09-28",1000
927458,"2022-05-31","2022","2022-12-30",213
1792812,"2020-02-10","2020","2020-08-20",192
1848811,"2021-04-22","2021","2023-03-14",691
1218682,"2023-07-12","2023","2023-07-20",8
1582523,"2021-04-23","2021","2022-02-19",302
598974,"2021-11-18","2021","2022-01-10",53
1525912,"2020-01-01","2020","2022-06-04",885
2018461,"2023-08-09","2023","2023-09-18",40
1910183,"2021-05-19","2021","2022-02-22",279
553436,"2022-08-19","2022","2023-12-28",496
593489,"2022-08-10","2022","2023-03-08",210
849357,"2022-05-18","2022","2022-07-22",65
1959677,"2020-01-07","2020","2022-06-01",876
1192088,"2023-04-28","2023","2023-08-28",122
2037710,"2022-07-16","2022","2022-09-16",62
1939442,"2021-07-15","2021","2023-01-02",536
1802711,"2023-06-07","2023","2023-12-30",206
472325,"2022-02-19","2022","2023-08-02",529
222015,"2021-05-22","2021","2021-06-15",24
163887,"2023-02-08","2023","2023-06-09",121
1335519,"2023-07-10","2023","2023-07-28",18
778825,"2020-01-22","2020","2022-08-25",946
1613628,"2020-06-25","2020","2021-09-30",462
1666808,"2021-06-24","2021","2021-12-29",188
285458,"2022-10-25","2022","2023-08-19",298
75980,"2022-10-22","2022","2023-10-07",350
468440,"2022-10-05","2022","2023-06-01",239
1951446,"2021-08-16","2021","2022-02-24",192
1536575,"2021-09-24","2021","2023-02-18",512
622492,"2021-11-18","2021","2023-05-25",553
1652652,"2021-01-16","2021","2022-11-05",658
1256660,"2020-03-07","2020","2021-12-22",655
1324137,"2022-01-01","2022","2022-06-28",178
554193,"2020-01-11","2020","2022-05-01",841
1471018,"2023-03-13","2023","2023-06-13",92
456218,"2023-02-10","2023","2023-09-08",210
1655598,"2022-02-05","2022","2023-11-17",650
304095,"2020-08-04","2020","2023-10-02",1154
1255437,"2022-09-08","2022","2022-12-27",110
1955114,"2022-10-22","2022","2023-07-04",255
1563711,"2021-12-07","2021","2022-01-25",49
1532348,"2020-07-11","2020","2021-12-16",523
750890,"2023-02-15","2023","2023-06-27",132
1331831,"2020-02-20","2020","2022-08-20",912
1916869,"2021-09-30","2021","2023-12-20",811
1140119,"2021-12-30","2021","2022-06-16",168
1036374,"2020-01-22","2020","2022-01-06",715
