"customerkey","total","cohort_year","customer_group","m_1","m_3","m_6","m_12"
46591,1195.6846809600002,"2022","Medium Value","0","0","0","0"
46738,5271.635644800001,"2023","High Value","0","0","0","0"
47052,6102.240678,"2022","High Value","0","0","0","0"
47058,5637.66887786,"2023","High Value","0","0","0","0"
47155,155.7052812,"2022","Low Value","0","0","0","0"
47227,3318.407814358,"2024","High Value","0","0","0","0"
47259,1125.1597896,"2022","Medium Value","0","0","0","0"
47266,490.5185517645001,"2021","Low Value","0","0","0","0"
47320,3831.183788985,"2024","High Value","0","0","0","0"
47342,1139.9850454999998,"2022","Medium Value","0","0","0","0"
47377,26.879038899999998,"2022","Low Value","0","0","0","0"
47442,1514.6142648,"2022","Medium Value","0","0","0","0"
47588,1083.0988920779998,"2022","Medium Value","0","0","0","0"
47691,237.426484323,"2023","Low Value","0","0","0","0"
47908,17113.1112513963,"2022","High Value","0","0","0","0"
47943,3571.3791354,"2023","High Value","0","0","0","1"
48007,634.35360496,"2021","Medium Value","0","0","0","0"
48141,7948.130396702399,"2021","High Value","0","0","1","0"
48204,9367.338838382,"2024","High Value","0","0","0","0"
48269,5299.420562562,"2023","High Value","0","0","0","1"
48360,704.8637,"2022","Medium Value","0","0","0","0"
48405,7192.896022661999,"2022","High Value","0","0","0","0"
48445,1849.9099164,"2022","Medium Value","0","0","0","0"
48477,3497.2013552640005,"2022","Medium Value","0","0","0","0"
48508,508.91757299999995,"2023","Medium Value","0","0","0","0"
48739,502.179477612,"2023","Medium Value","0","0","0","0"
48757,1143.23229603,"2023","Medium Value","0","0","0","0"
49048,817.4667502,"2022","Medium Value","0","0","0","0"
49095,1005.652,"2023","Medium Value","0","0","0","0"
49272,492.372846683,"2022","Low Value","0","0","0","0"
49302,376.163805387,"2023","Low Value","0","0","0","0"
49549,16015.960503,"2020","High Value","0","0","0","0"
49639,21.170892600000002,"2024","Low Value","0","0","0","0"
49764,14680.497297042,"2023","High Value","0","0","0","0"
49862,6503.206299884999,"2024","High Value","0","0","0","0"
49869,3767.2875999999997,"2022","Medium Value","0","0","0","0"
50006,1419.44145,"2023","Medium Value","0","0","0","0"
50075,7848.9881666460005,"2023","High Value","0","0","0","0"
50153,5599.257773269999,"2022","High Value","0","0","0","0"
50159,1767.3688,"2022","Medium Value","0","0","0","0"
50181,898.8576276,"2020","Medium Value","0","0","0","0"
50210,2118.9838086234,"2022","Medium Value","0","0","0","0"
50212,420.86538690000003,"2023","Low Value","0","0","0","0"
50255,12546.860728160002,"2022","High Value","0","0","0","0"
50396,6145.55975343,"2023","High Value","0","0","0","0"
50564,2569.506449659,"2022","Medium Value","0","0","0","1"
50566,1329.7162608400001,"2023","Medium Value","0","0","0","0"
50628,3167.6575765000002,"2020","Medium Value","0","0","0","0"
50718,6278.415267200399,"2021","High Value","0","0","0","0"
50768,2473.402681705,"2022","Medium Value","0","0","0","1"
50905,5.79620448,"2022","Low Value","0","0","0","0"
51212,639.5516160000001,"2022","Medium Value","0","0","0","0"
51241,4454.14152744,"2022","High Value","0","0","0","0"
51280,7686.2160275,"2020","High Value","0","0","0","0"
51319,2967.4829497588,"2022","Medium Value","0","0","0","0"
51537,1312.1034702048,"2020","Medium Value","0","0","0","0"
51565,89.30130720000001,"2022","Low Value","0","0","0","0"
51625,2239.0010326138,"2020","Medium Value","0","0","0","0"
51736,1886.6346736200003,"2024","Medium Value","0","0","0","0"
51848,2625.8203264559997,"2022","Medium Value","0","0","1","0"
51869,655.8104184000001,"2023","Medium Value","0","0","0","0"
51906,1198.3660146089999,"2023","Medium Value","0","0","0","0"
52079,1617.4709469999998,"2024","Medium Value","0","0","0","0"
52136,1962.326596924,"2023","Medium Value","0","0","0","1"
52225,42.28600761,"2023","Low Value","0","0","0","0"
52272,12595.572,"2022","High Value","0","0","0","0"
52324,547.5360436,"2023","Medium Value","0","0","0","0"
52437,13330.2822982419,"2021","High Value","0","0","0","0"
52545,3697.9481024303996,"2020","High Value","0","0","0","0"
52589,3126.7904158799997,"2022","Medium Value","0","0","0","1"
52612,2457.1443725,"2023","Medium Value","0","0","1","0"
52801,566.6782337268,"2022","Low Value","0","0","0","0"
52854,2865.23685888,"2022","Medium Value","0","0","0","0"
53213,1041.473852387,"2023","Medium Value","0","0","0","0"
53310,4059.807723264,"2023","High Value","0","0","0","0"
53379,22.9315593834,"2021","Low Value","0","0","0","0"
53509,3876.1901178,"2023","High Value","0","0","0","0"
53532,1778.748114464,"2020","Medium Value","0","0","0","0"
53551,55.355256000000004,"2022","Low Value","0","0","0","0"
53581,3166.3105522000005,"2024","High Value","0","0","0","0"
53670,642.69774,"2024","Medium Value","0","0","0","0"
53703,4239.42878226,"2021","High Value","0","1","0","0"
53727,288.02220612,"2022","Low Value","0","0","0","0"
53930,2992.595948493,"2022","Medium Value","0","0","0","0"
54105,35.026719552,"2022","Low Value","0","0","0","0"
54139,2949.2682977016,"2021","Medium Value","0","0","0","0"
54188,8081.960218464001,"2023","High Value","0","0","0","0"
54199,627.57229026,"2021","Medium Value","0","0","0","0"
54272,24.582694752000002,"2023","Low Value","0","0","0","0"
54315,5711.815837,"2022","High Value","0","0","0","0"
54430,495.73987128,"2021","Low Value","0","0","0","0"
54453,63.882606773999996,"2024","Low Value","0","0","0","0"
54473,2062.55192562,"2020","Medium Value","0","0","0","0"
54585,4036.714181640001,"2022","High Value","0","0","0","0"
54771,4509.817463472,"2022","High Value","0","0","0","0"
54857,502.493787735,"2022","Low Value","0","0","0","0"
54988,4049.97483898,"2022","High Value","0","0","0","0"
55123,1753.5615897600003,"2023","Medium Value","0","0","0","0"
55136,1310.3690820000002,"2022","Medium Value","0","0","0","0"
55311,1058.2907675392,"2022","Medium Value","0","0","0","0"
55319,10559.789156039998,"2023","High Value","0","0","0","0"
55384,36230.288169600004,"2020","High Value","0","0","0","0"
55605,1180.0935989855998,"2022","Medium Value","0","0","0","0"
55657,3128.87678096,"2020","Medium Value","0","0","0","0"
55660,154.730413152,"2021","Low Value","0","0","0","0"
55706,2798.7256334599997,"2022","Medium Value","0","0","1","0"
55814,4196.804848,"2023","High Value","0","0","0","0"
55831,2494.793831,"2021","Medium Value","0","0","0","1"
55867,1997.28108,"2022","Medium Value","0","0","0","0"
55880,1893.7490303999998,"2024","Medium Value","0","0","0","0"
55889,280.08981042240003,"2020","Low Value","0","0","0","0"
55901,16.31355,"2023","Low Value","0","0","0","0"
55907,15402.31416,"2023","High Value","0","0","0","0"
55935,3131.2032452400003,"2020","Medium Value","0","0","0","0"
55996,532.992882379,"2023","Medium Value","0","0","0","1"
56219,3189.958213855,"2023","Medium Value","0","0","0","0"
56291,202.8323583,"2023","Low Value","0","0","0","0"
56343,9005.255690943999,"2022","High Value","0","0","0","0"
56359,3927.0701559599997,"2021","Medium Value","0","0","0","1"
56396,16293.649396175999,"2023","High Value","0","1","0","0"
56794,7112.871577599999,"2024","High Value","0","0","0","0"
56887,902.6896879999999,"2023","Medium Value","0","0","0","0"
57083,2793.177439816,"2022","Medium Value","0","0","0","0"
57092,4522.598163719999,"2023","High Value","0","0","0","0"
57221,142.29743682,"2020","Low Value","0","0","0","0"
57325,1300.9330012560001,"2023","Medium Value","0","0","0","0"
57396,695.1944076,"2024","Medium Value","0","0","0","0"
57545,330.48820259999997,"2022","Low Value","0","0","0","0"
57607,5946.705345933001,"2023","High Value","0","0","0","0"
57616,1693.2960724999998,"2023","Medium Value","0","0","0","0"
57665,3335.2583105,"2023","High Value","0","0","0","0"
57701,1286.09733465,"2022","Medium Value","0","0","0","0"
57753,2071.757210712,"2023","Medium Value","0","0","0","0"
57765,2142.8529232,"2023","Medium Value","0","0","1","0"
58018,1079.4794148,"2022","Medium Value","0","0","0","0"
58154,1593.414799055,"2023","Medium Value","0","0","0","0"
58383,37.746885,"2022","Low Value","0","0","0","0"
58741,9069.775832454001,"2022","High Value","0","0","1","0"
58816,770.6216483349999,"2023","Medium Value","0","0","0","0"
59020,4079.322071264,"2024","High Value","0","0","0","0"
59095,2960.6024269520003,"2023","Medium Value","0","0","0","0"
59214,13009.897513734,"2022","High Value","0","0","0","0"
59233,3556.9164241324006,"2022","Medium Value","0","0","0","0"
59338,4862.729182536,"2022","High Value","0","1","0","0"
59391,2491.6216765439995,"2023","Medium Value","0","0","0","0"
59511,3188.34045288,"2023","Medium Value","1","0","0","0"
59515,1631.452536,"2022","Medium Value","0","0","0","0"
59719,585.6504617564999,"2021","Low Value","0","0","0","0"
59792,7514.043761751801,"2020","High Value","0","0","0","0"
59914,1120.244958,"2023","Medium Value","0","0","0","0"
59934,2189.954831679,"2023","Medium Value","0","0","0","0"
59966,11424.748191039998,"2022","High Value","0","0","1","0"
60056,1980.7091345999997,"2023","Medium Value","0","0","0","0"
60261,123.33237888009998,"2022","Low Value","0","0","0","0"
60308,1623.0398012800001,"2020","Medium Value","0","0","0","0"
60313,16229.202820745997,"2022","High Value","0","0","0","0"
60402,5693.86144029,"2023","High Value","0","0","1","0"
60435,806.11432,"2023","Medium Value","0","0","0","0"
60580,115.11673992,"2021","Low Value","0","0","0","0"
60741,11439.3475252,"2023","High Value","0","0","0","0"
60931,1059.4942963199996,"2023","Medium Value","0","0","0","0"
61048,2142.405170856,"2020","Medium Value","0","0","0","0"
61259,1830.3995451,"2022","Medium Value","0","0","0","0"
61349,8036.7478757,"2022","High Value","0","0","1","0"
61352,4304.94248972,"2023","High Value","0","0","0","0"
61371,8585.58757535,"2022","High Value","0","0","1","0"
61373,1995.2939223,"2022","Medium Value","0","0","0","0"
61440,129.058370826,"2022","Low Value","0","0","0","0"
61639,4364.60835133,"2023","High Value","0","0","0","1"
61691,4748.318110599999,"2024","High Value","0","0","0","0"
61732,9901.5153656967,"2022","High Value","0","0","0","0"
61761,30127.756045494996,"2021","High Value","0","0","0","0"
61811,1462.3323978119997,"2023","Medium Value","0","0","0","0"
62104,924.7401416,"2022","Medium Value","0","0","0","0"
62113,4623.138194112,"2022","High Value","0","0","0","0"
62167,5969.6964481,"2021","High Value","0","0","0","0"
62248,4163.711615689999,"2021","High Value","0","0","0","0"
62327,3631.8284240759995,"2023","High Value","0","0","0","0"
62368,7082.5369444200005,"2022","High Value","0","1","0","0"
62392,1087.798422265,"2023","Medium Value","0","0","0","0"
62597,973.4630695504001,"2022","Medium Value","0","0","0","0"
62620,39.6544444432,"2021","Low Value","0","0","0","0"
62628,17540.351213952003,"2022","High Value","0","0","1","0"
62636,29913.002828800003,"2023","High Value","0","0","0","0"
62695,2040.92990892,"2023","Medium Value","0","0","1","0"
62768,46.824,"2022","Low Value","0","0","0","0"
62876,6532.660578144,"2023","High Value","0","0","0","0"
62905,2290.7805799999996,"2021","Medium Value","0","0","0","0"
62989,1086.8418216,"2023","Medium Value","0","0","0","0"
63180,11391.82697134,"2021","High Value","0","0","0","0"
63487,2480.510898366,"2022","Medium Value","0","0","0","1"
63585,11.8122470928,"2021","Low Value","0","0","0","0"
63601,701.2756108799999,"2020","Medium Value","0","0","0","0"
63653,3699.719423159999,"2023","High Value","0","0","0","0"
63676,3203.5082786,"2020","Medium Value","0","0","0","0"
63709,196.67293273680002,"2022","Low Value","0","0","0","0"
63772,1018.936637264,"2023","Medium Value","0","0","0","0"
63852,2346.0492,"2022","Medium Value","0","0","0","0"
63980,151.95814788,"2022","Low Value","0","0","0","0"
64039,4073.557545,"2023","High Value","0","0","0","0"
64041,2011.58020719,"2023","Medium Value","0","0","0","0"
64056,2821.8904275048003,"2022","Medium Value","0","0","0","0"
64062,4238.407678050001,"2022","High Value","0","0","0","0"
64353,11686.7345805,"2021","High Value","0","0","0","0"
64381,197.6685764,"2022","Low Value","0","0","0","1"
64625,776.0150832,"2023","Medium Value","0","0","0","0"
64874,825.5452858632,"2021","Medium Value","0","0","0","0"
64899,34.13449585,"2020","Low Value","0","0","0","0"
64918,295.6368576,"2024","Low Value","0","0","0","0"
65087,1352.047332,"2024","Medium Value","0","0","0","0"
65098,452.78464,"2022","Low Value","0","0","0","0"
65153,1697.75480952,"2022","Medium Value","0","0","0","0"
65169,43.4269185168,"2020","Low Value","0","0","0","0"
65182,771.774133446,"2022","Medium Value","0","0","0","0"
65191,1089.5640840767999,"2021","Medium Value","0","0","0","0"
65204,46.813682043,"2020","Low Value","0","0","0","0"
65317,1526.4017055000002,"2020","Medium Value","0","0","0","0"
65372,195.09055999999998,"2022","Low Value","0","0","0","0"
65393,1153.6781228,"2020","Medium Value","0","0","0","0"
65411,622.41287776,"2023","Medium Value","0","0","0","0"
65539,6422.18909816,"2021","High Value","0","0","0","0"
65564,825.856356,"2021","Medium Value","0","0","0","0"
65627,346.7693463696,"2022","Low Value","0","0","0","0"
65895,2006.9411283999998,"2021","Medium Value","0","0","0","0"
66014,328.072278712,"2023","Low Value","0","0","0","0"
66130,1101.3219312,"2023","Medium Value","0","0","0","0"
66158,1431.275212836,"2022","Medium Value","0","0","0","0"
66185,1878.0999274,"2023","Medium Value","0","0","0","0"
66274,1596.3127356258,"2022","Medium Value","0","0","0","1"
66300,1439.66241,"2022","Medium Value","0","0","0","0"
66311,1034.020512,"2020","Medium Value","0","0","0","0"
66357,2154.5845991271003,"2021","Medium Value","0","0","0","0"
66429,2082.2031035441996,"2020","Medium Value","0","0","0","0"
66467,4446.040614,"2023","High Value","0","0","0","0"
66523,74.901835593,"2022","Low Value","0","0","0","0"
66588,497.694816,"2023","Low Value","0","0","0","0"
66589,2366.64015,"2023","Medium Value","0","0","0","0"
66700,4981.996248672,"2023","High Value","0","0","0","1"
66803,9788.4089896,"2023","High Value","0","0","0","0"
66904,2717.1258779547,"2022","Medium Value","0","0","0","0"
67091,30694.952040753,"2021","High Value","0","0","0","0"
67145,3592.0916347264,"2021","Medium Value","0","0","0","0"
67334,19853.509273026,"2022","High Value","0","0","0","0"
67368,1597.6823107927503,"2021","Medium Value","0","0","0","0"
67370,2440.3869096776,"2021","Medium Value","0","0","0","0"
67457,892.5760868079999,"2022","Medium Value","0","0","0","0"
67518,4303.088905042,"2023","High Value","0","0","0","0"
67636,2243.25068,"2022","Medium Value","0","0","0","0"
67639,5.0112985000000005,"2023","Low Value","0","0","0","0"
67720,26488.135597354405,"2022","High Value","0","0","1","0"
67779,557.133184113,"2022","Low Value","0","0","0","0"
67912,7008.595358688,"2020","High Value","0","0","0","0"
67924,2849.0285829480003,"2021","Medium Value","0","0","0","0"
68092,6890.187831519999,"2021","High Value","0","0","0","0"
68321,5886.2494203999995,"2022","High Value","0","0","0","1"
68385,2447.2800536800005,"2022","Medium Value","0","0","0","1"
68406,1398.1344048,"2021","Medium Value","0","0","0","0"
68473,84.4298505162,"2021","Low Value","0","0","0","0"
68490,3768.1148399999997,"2021","Medium Value","0","0","0","0"
68601,517.4535258000001,"2021","Low Value","0","0","0","0"
68702,279.12495534,"2020","Low Value","0","0","0","0"
68718,6232.1542262028,"2021","High Value","0","0","0","0"
68785,1269.687352,"2023","Medium Value","0","0","0","0"
68816,674.3122403182001,"2021","Medium Value","0","0","0","0"
68891,77.90079441,"2022","Low Value","0","0","0","0"
68967,188.177088,"2023","Low Value","0","0","0","0"
68972,451.7389347312,"2021","Low Value","0","0","0","0"
69170,4233.866,"2024","High Value","0","0","0","0"
69434,1526.2696598759999,"2023","Medium Value","0","0","0","0"
69627,851.100928568,"2022","Medium Value","0","0","0","1"
69630,1027.06911765,"2021","Medium Value","0","0","0","0"
69639,3106.0830190079996,"2023","Medium Value","0","0","0","0"
69701,450.81831855060005,"2021","Low Value","0","0","0","0"
70143,9887.4163675578,"2022","High Value","0","0","0","0"
70287,472.43262688,"2024","Medium Value","0","0","0","0"
70295,424.53275749999995,"2024","Medium Value","0","0","0","0"
70400,5427.18068175,"2021","High Value","0","0","0","0"
70486,16551.249313488,"2020","High Value","0","0","0","0"
70632,578.7150336,"2022","Low Value","0","0","0","0"
70692,2211.5715768000005,"2021","Medium Value","0","0","0","0"
71038,5346.58519549,"2023","High Value","0","0","0","0"
71087,2931.0645475649994,"2021","Medium Value","0","0","0","0"
71099,2716.3438444799995,"2022","Medium Value","0","0","0","0"
